,Argument ID,Conclusion,Stance,Premise,text,category,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
1261,A19388,We should subsidize space exploration,in favor of,space exploration gives insight into our world and other planets which could be invaluable.,space exploration gives insight into our world and other planets which could be invaluable. in favor of We should subsidize space exploration,"['Self-direction: thought', 'Universalism: nature', 'Universalism: objectivity']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6229,A24268,We should subsidize vocational education,in favor of,vocational education is a great alternative to traditional schools and subsidizing would let more people participate.,vocational education is a great alternative to traditional schools and subsidizing would let more people participate. in favor of We should subsidize vocational education,"['Achievement', 'Security: personal', 'Benevolence: caring', 'Universalism: concern']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2229,A22358,We should ban algorithmic trading,against,people deserve to have the best trading options,people deserve to have the best trading options against We should ban algorithmic trading,"['Self-direction: action', 'Achievement', 'Power: resources', 'Universalism: concern']",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3580,A27342,We should abolish the right to keep and bear arms,against,abolishing the right to keep and bear arms would put all innocent people at risk because people who want to kill will find a way to do so and innocent people will be defenseless,abolishing the right to keep and bear arms would put all innocent people at risk because people who want to kill will find a way to do so and innocent people will be defenseless against We should abolish the right to keep and bear arms,"['Power: dominance', 'Security: societal', 'Benevolence: caring']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
101,A05069,We should adopt a multi-party system,against,the two-party system is cheaper and easier to operate that any multi-party system,the two-party system is cheaper and easier to operate that any multi-party system against We should adopt a multi-party system,"['Security: personal', 'Security: societal', 'Tradition']",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1176,A19254,We should abolish intellectual property rights,in favor of,ip rights should be abolished as their original use has long since been abandoned in favor of large organisations abusing their legal powers with them.,ip rights should be abolished as their original use has long since been abandoned in favor of large organisations abusing their legal powers with them. in favor of We should abolish intellectual property rights,"['Self-direction: thought', 'Self-direction: action', 'Security: personal', 'Universalism: concern']",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1550,A20332,We should abolish intellectual property rights,in favor of,we should abolish this because it hinders smaller businesses into growing from the beginning and outright stops competition.,we should abolish this because it hinders smaller businesses into growing from the beginning and outright stops competition. in favor of We should abolish intellectual property rights,"['Achievement', 'Power: resources', 'Universalism: concern']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6239,A24326,Surrogacy should be banned,in favor of,children born from surrogacy don't have the attachment to the non-birth mother that they would have with their birth mother,children born from surrogacy don't have the attachment to the non-birth mother that they would have with their birth mother in favor of Surrogacy should be banned,"['Security: personal', 'Benevolence: caring']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3305,A26013,We should subsidize Wikipedia,in favor of,"wikipedia plays a vital role in sharing information on the internet, and should be subsidized to continue functioning","wikipedia plays a vital role in sharing information on the internet, and should be subsidized to continue functioning in favor of We should subsidize Wikipedia","['Self-direction: thought', 'Achievement', 'Security: personal', 'Universalism: objectivity']",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4655,D02019,5G services should be available across India,in favor of,"5G in banking will bring much-needed financial inclusion to India’s rural and remote populations, for whom access to a physical bank is not possible.","5G in banking will bring much-needed financial inclusion to India’s rural and remote populations, for whom access to a physical bank is not possible. in favor of 5G services should be available across India","['Achievement', 'Power: dominance', 'Security: personal', 'Benevolence: caring', 'Universalism: concern', 'Universalism: objectivity']",0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
2771,A24183,We should legalize organ trade,in favor of,we should legalize organ trade because people would benefit by having a better life,we should legalize organ trade because people would benefit by having a better life in favor of We should legalize organ trade,"['Security: personal', 'Benevolence: caring']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6296,A25078,Blockade of the Gaza Strip should be ended,against,the blockade helps to keep more weapons from entering the area by ship and lessen the ability for violence.,the blockade helps to keep more weapons from entering the area by ship and lessen the ability for violence. against Blockade of the Gaza Strip should be ended,"['Security: societal', 'Benevolence: caring']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4520,A30323,We should adopt a zero-tolerance policy in schools,against,we should not adopt a zero-tolerance policy in schools because some of the teachers would misuse the policy,we should not adopt a zero-tolerance policy in schools because some of the teachers would misuse the policy against We should adopt a zero-tolerance policy in schools,"['Benevolence: dependability', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6309,A25140,We should subsidize vocational education,against,this would be an expensive exercise and probably not affordable for any government.,this would be an expensive exercise and probably not affordable for any government. against We should subsidize vocational education,"['Power: resources', 'Security: personal']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2981,A25008,We should introduce compulsory voting,against,american citizens have the right to choose whether or not they want to vote.,american citizens have the right to choose whether or not they want to vote. against We should introduce compulsory voting,"['Self-direction: thought', 'Self-direction: action']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7027,E03004,We should reduce environment pollution by limiting number of people in Europe,against,"It makes no difference where we place the population of the world. Either in or out of EU, the western way of living is unsustainable.","It makes no difference where we place the population of the world. Either in or out of EU, the western way of living is unsustainable. against We should reduce environment pollution by limiting number of people in Europe","['Achievement', 'Benevolence: dependability', 'Universalism: nature', 'Universalism: objectivity']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2996,A25030,We should adopt libertarianism,against,libertarianism promotes self interest and not that of society as a whole,libertarianism promotes self interest and not that of society as a whole against We should adopt libertarianism,"['Self-direction: action', 'Power: dominance', 'Security: societal']",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5956,A22009,The use of public defenders should be mandatory,in favor of,public defenders are important to upholding our individual rights,public defenders are important to upholding our individual rights in favor of The use of public defenders should be mandatory,"['Conformity: rules', 'Benevolence: caring', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
87,A05047,We should oppose collectivism,in favor of,treating everyone as a large group unit is not helpful for people who have different individual needs.,treating everyone as a large group unit is not helpful for people who have different individual needs. in favor of We should oppose collectivism,"['Self-direction: thought', 'Self-direction: action', 'Stimulation', 'Universalism: concern']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3306,A26014,We should legalize prostitution,against,prostitution perpetuates the abuse of the vulnerable and funds should be redirected to help them,prostitution perpetuates the abuse of the vulnerable and funds should be redirected to help them against We should legalize prostitution,"['Security: personal', 'Security: societal', 'Conformity: rules', 'Benevolence: caring', 'Universalism: concern', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1
4096,A29151,We should legalize cannabis,against,"cannabis has many dangerous side effects, including hallucinations and respiratory issues.","cannabis has many dangerous side effects, including hallucinations and respiratory issues. against We should legalize cannabis","['Security: personal', 'Conformity: rules']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5079,E05076,We need to ensure improvements to the European Union's decision-making processes with increased transparency and accountability,in favor of,"We all want to see transparent, democratic, and value-based policy-making.  The right to good administration is embedded in the Charter of Fundamental Rights and should guide the EU's actions.","We all want to see transparent, democratic, and value-based policy-making.  The right to good administration is embedded in the Charter of Fundamental Rights and should guide the EU's actions. in favor of We need to ensure improvements to the European Union's decision-making processes with increased transparency and accountability","['Face', 'Tradition', 'Conformity: rules', 'Benevolence: dependability', 'Universalism: concern', 'Universalism: objectivity']",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
3975,A28459,We should prohibit school prayer,in favor of,we should prohibit school prayer because religion has no business in school it should be at home and church only,we should prohibit school prayer because religion has no business in school it should be at home and church only in favor of We should prohibit school prayer,"['Self-direction: action', 'Achievement', 'Conformity: rules']",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5202,E07077,We need an immediate cessation of all immigration.,in favor of,"The EU needs to establish a legal means of preventing illegal migration that is encouraged by the Turkish government and by privately funded NGOs, which are acting against the interest of the EU. ","The EU needs to establish a legal means of preventing illegal migration that is encouraged by the Turkish government and by privately funded NGOs, which are acting against the interest of the EU.  in favor of We need an immediate cessation of all immigration.","['Security: societal', 'Conformity: rules']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
496,A12297,We should fight for the abolition of nuclear weapons,in favor of,nuclear weapons create such irreversible damage that we should all agree to remove them as an option.,nuclear weapons create such irreversible damage that we should all agree to remove them as an option. in favor of We should fight for the abolition of nuclear weapons,"['Security: societal', 'Universalism: concern', 'Universalism: nature']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2877,A24353,We should ban whaling,in favor of,whaling is unnecessary for human survival and endangers whales as a species.,whaling is unnecessary for human survival and endangers whales as a species. in favor of We should ban whaling,"['Benevolence: dependability', 'Universalism: concern', 'Universalism: nature']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
132,A06011,We should end the use of economic sanctions,in favor of,"economic sanctions are unethical to the economies of smaller, underdeveloped countries.","economic sanctions are unethical to the economies of smaller, underdeveloped countries. in favor of We should end the use of economic sanctions","['Face', 'Universalism: concern']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1632,A20447,We should legalize sex selection,against,"sex selection could create places where boys outnumber girls by  a lot since there are many places that value boys more than girls, and this could create problems as they get older","sex selection could create places where boys outnumber girls by  a lot since there are many places that value boys more than girls, and this could create problems as they get older against We should legalize sex selection","['Security: societal', 'Tradition', 'Humility']",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
5162,E06076,The EU needs more effective policies to combat online hate speech,in favor of,"The internet has provided unprecedented opportunities to express and comment on almost anything. But this also brings with it responsibility. Where is the boundary between freedom of expression and speech hate speech, which is no longer tolerated by the law? How can we oppose such acts – such as insults, vulgarism, or threats on social networks? Or can everyone say anything on the internet?","The internet has provided unprecedented opportunities to express and comment on almost anything. But this also brings with it responsibility. Where is the boundary between freedom of expression and speech hate speech, which is no longer tolerated by the law? How can we oppose such acts – such as insults, vulgarism, or threats on social networks? Or can everyone say anything on the internet? in favor of The EU needs more effective policies to combat online hate speech","['Benevolence: dependability', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4305,A30003,We should ban fast food,against,just because some people are overweight and unhealthy doesn't mean we need to ban fast food for everyone,just because some people are overweight and unhealthy doesn't mean we need to ban fast food for everyone against We should ban fast food,"['Self-direction: action', 'Universalism: objectivity']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3601,A27372,We should ban fast food,in favor of,we should ban fast food as its unhealthy and can cause sedentary lifestyles and cardiovascular disease,we should ban fast food as its unhealthy and can cause sedentary lifestyles and cardiovascular disease in favor of We should ban fast food,"['Security: personal', 'Conformity: rules']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5969,A22077,Social media brings more harm than good,against,social media brings long distance family together and keeps them in contact for years to come rather than only through family reunions,social media brings long distance family together and keeps them in contact for years to come rather than only through family reunions against Social media brings more harm than good,"['Face', 'Security: personal', 'Benevolence: caring']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1038,A19044,We should adopt atheism,against,we live in an open society where freedom of religious expression is allowed. to go against that would be a betrayal of western values.,we live in an open society where freedom of religious expression is allowed. to go against that would be a betrayal of western values. against We should adopt atheism,"['Self-direction: thought', 'Self-direction: action', 'Tradition']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4105,A29161,We should abolish intellectual property rights,in favor of,intellectual property rights should be abolished as it limits competitions and innovation.,intellectual property rights should be abolished as it limits competitions and innovation. in favor of We should abolish intellectual property rights,"['Self-direction: thought', 'Self-direction: action', 'Stimulation', 'Universalism: concern']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
393,A12131,We should ban factory farming,against,factory farming reduces the cost of food,factory farming reduces the cost of food against We should ban factory farming,"['Power: resources', 'Security: personal']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2154,A22244,We should abolish the three-strikes laws,in favor of,"three strikes is too many in some cases.  if people know they have three chances, they will not be deterred from using that to their advantage.","three strikes is too many in some cases.  if people know they have three chances, they will not be deterred from using that to their advantage. in favor of We should abolish the three-strikes laws","['Power: dominance', 'Security: societal', 'Conformity: rules', 'Universalism: concern']",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2095,A22160,We should legalize sex selection,in favor of,families should have the right to choose the sex of their babies.,families should have the right to choose the sex of their babies. in favor of We should legalize sex selection,"['Self-direction: action', 'Power: dominance', 'Benevolence: caring']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7063,E03070,We should reduce environment pollution by limiting number of people in Europe,against,"If we tried to fix the issue by controlling the population, countries like Denmark would need to reduce their population to 1/5 of the current number, to reach sustainable resource use.","If we tried to fix the issue by controlling the population, countries like Denmark would need to reduce their population to 1/5 of the current number, to reach sustainable resource use. against We should reduce environment pollution by limiting number of people in Europe",['Universalism: objectivity'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5773,A20159,We should abandon television,in favor of,television giving most lies to the people and knowing that people will be distracted from truth.,television giving most lies to the people and knowing that people will be distracted from truth. in favor of We should abandon television,"['Self-direction: thought', 'Benevolence: caring']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2781,A24199,We should introduce compulsory voting,in favor of,compulsory voting gives everyone in society their say in politics,compulsory voting gives everyone in society their say in politics in favor of We should introduce compulsory voting,"['Self-direction: thought', 'Self-direction: action', 'Power: dominance', 'Universalism: concern']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6893,D03049,Hindi should be the national language of India,against,"English is an international language and is spoken by most of Indians. So, if Hindi is made the national language, people who cannot speak Hindi will be at disadvantage in many things such as getting government jobs, understanding circulars, etc.","English is an international language and is spoken by most of Indians. So, if Hindi is made the national language, people who cannot speak Hindi will be at disadvantage in many things such as getting government jobs, understanding circulars, etc. against Hindi should be the national language of India","['Self-direction: action', 'Achievement', 'Benevolence: caring', 'Universalism: concern', 'Universalism: tolerance', 'Universalism: objectivity']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
6421,A27049,The use of public defenders should be mandatory,against,"the use of public defenders is a serious drain on the coffers of government departments, and proven criminals have no right to such expenditure.","the use of public defenders is a serious drain on the coffers of government departments, and proven criminals have no right to such expenditure. against The use of public defenders should be mandatory","['Power: resources', 'Security: personal', 'Universalism: concern']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1915,A21390,We should prohibit school prayer,against,"our schools need to nurture and protect all aspects of our children, including prayer and religion, and children should never be prohibited from praying in school.","our schools need to nurture and protect all aspects of our children, including prayer and religion, and children should never be prohibited from praying in school. against We should prohibit school prayer","['Self-direction: thought', 'Security: personal', 'Tradition', 'Universalism: concern']",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
4104,A29160,We should ban the Church of Scientology,in favor of,scientology should not be recognized as a form of religion.,scientology should not be recognized as a form of religion. in favor of We should ban the Church of Scientology,"['Face', 'Tradition', 'Conformity: rules', 'Universalism: objectivity']",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1741,A21116,We should adopt an austerity regime,against,We should not adopt an austerity regime because counter cyclical spending leads to better outcomes for the economy than austerity.,We should not adopt an austerity regime because counter cyclical spending leads to better outcomes for the economy than austerity. against We should adopt an austerity regime,"['Achievement', 'Power: resources', 'Security: personal']",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2835,A24290,We should ban factory farming,against,"factory farming is necessary  and cannot be abandoned, because it's the way we will always produce things in agricolture","factory farming is necessary  and cannot be abandoned, because it's the way we will always produce things in agricolture against We should ban factory farming","['Security: personal', 'Security: societal', 'Humility']",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
3686,A28015,We should abolish safe spaces,against,safe spaces are necessary to have a place of safety for all,safe spaces are necessary to have a place of safety for all against We should abolish safe spaces,"['Security: personal', 'Security: societal', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
4147,A29233,We should ban cosmetic surgery for minors,against,Broad stroke policies like banning cosmetic surgery harm people in special circumstances who really need cosmetic surgery.,Broad stroke policies like banning cosmetic surgery harm people in special circumstances who really need cosmetic surgery. against We should ban cosmetic surgery for minors,"['Self-direction: action', 'Security: personal', 'Universalism: concern']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2045,A22075,We should ban algorithmic trading,in favor of,financial trading is already a destructive and unethical sector of the economy and allowing algorithmic trading does not make it any less so.,financial trading is already a destructive and unethical sector of the economy and allowing algorithmic trading does not make it any less so. in favor of We should ban algorithmic trading,"['Achievement', 'Power: resources', 'Security: personal', 'Security: societal', 'Conformity: rules', 'Benevolence: caring', 'Benevolence: dependability', 'Universalism: concern']",0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0
544,A12362,We should adopt atheism,in favor of,in the interest of world peace we should adopt atheism and would then avoid religious wars,in the interest of world peace we should adopt atheism and would then avoid religious wars in favor of We should adopt atheism,"['Security: societal', 'Universalism: concern', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
538,A12355,We should subsidize Wikipedia,in favor of,we should subsidize wikipedia because wikipedia helps people to learn about any and everything they want to learn about.,we should subsidize wikipedia because wikipedia helps people to learn about any and everything they want to learn about. in favor of We should subsidize Wikipedia,"['Self-direction: thought', 'Achievement', 'Universalism: objectivity']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6418,A27032,Assisted suicide should be a criminal offence,in favor of,"if you help someone kill themselves that is murder, and should be punished.","if you help someone kill themselves that is murder, and should be punished. in favor of Assisted suicide should be a criminal offence","['Conformity: rules', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6369,A25434,Assisted suicide should be a criminal offence,against,people should not have to suffer unduly and a person that assists them in ending it should not be a criminal.,people should not have to suffer unduly and a person that assists them in ending it should not be a criminal. against Assisted suicide should be a criminal offence,['Self-direction: action'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7094,E04084,We should remove illegal immigrants.,in favor of,"EU must take action. Help those in need, but only those who respect legal boundaries. Mutual respect is a cornerstone in this subject where we must set limits to protect Europe. ","EU must take action. Help those in need, but only those who respect legal boundaries. Mutual respect is a cornerstone in this subject where we must set limits to protect Europe.  in favor of We should remove illegal immigrants.","['Security: societal', 'Conformity: rules', 'Benevolence: caring', 'Benevolence: dependability']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
95,A05058,We should cancel pride parades,against,pride parades encourage people to claim the rights and freedoms they are entitled to,pride parades encourage people to claim the rights and freedoms they are entitled to against We should cancel pride parades,"['Self-direction: action', 'Face', 'Security: personal', 'Universalism: concern']",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
4874,E02043,The EU should have common taxation and social policy,in favor of,"The future is 'work mobility'; thus we need to simplify taxation, enhance remote working opportunities, and enable inter-country recruitment for companies.","The future is 'work mobility'; thus we need to simplify taxation, enhance remote working opportunities, and enable inter-country recruitment for companies. in favor of The EU should have common taxation and social policy","['Self-direction: action', 'Achievement', 'Security: personal']",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2687,A24061,We should oppose collectivism,against,sometimes it's easier to get one's voice across if the voice is heard as a group,sometimes it's easier to get one's voice across if the voice is heard as a group against We should oppose collectivism,"['Power: dominance', 'Security: personal', 'Humility', 'Universalism: tolerance']",0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1188,A19277,We should legalize prostitution,against,"when prostitution moves into a neighborhood, so do drugs and violence","when prostitution moves into a neighborhood, so do drugs and violence against We should legalize prostitution","['Security: personal', 'Security: societal', 'Tradition', 'Conformity: rules', 'Benevolence: dependability']",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0
5231,E07138,The EU must take the lead for the Middle East.,in favor of,"I would like to strongly support the need for Europe to gain back an active role in the diplomatic efforts to try to stabilize the Middle East and in particular to find a just and fair solution to the Israel - Palestine conflict. I remember that the European Union - with the Venice Declaration of June 1980 - played a key role in pushing the Palestinians to the table of negotiations. That text was much criticized at that time, but with the benefit of insights, it was right! Europe has become more and more marginal in the peace process and this has contributed to a much-aggravated situation where problems are even more difficult to resolve than 40 years ago and create room for despair and violence. ","I would like to strongly support the need for Europe to gain back an active role in the diplomatic efforts to try to stabilize the Middle East and in particular to find a just and fair solution to the Israel - Palestine conflict. I remember that the European Union - with the Venice Declaration of June 1980 - played a key role in pushing the Palestinians to the table of negotiations. That text was much criticized at that time, but with the benefit of insights, it was right! Europe has become more and more marginal in the peace process and this has contributed to a much-aggravated situation where problems are even more difficult to resolve than 40 years ago and create room for despair and violence.  in favor of The EU must take the lead for the Middle East.","['Power: dominance', 'Universalism: concern']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
511,A12317,We should ban private military companies,against,we shouldn't ban private military companies as they are doing a job and keeping people safe,we shouldn't ban private military companies as they are doing a job and keeping people safe against We should ban private military companies,"['Achievement', 'Security: societal', 'Benevolence: dependability', 'Universalism: concern']",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
4329,A30045,We should abolish capital punishment,against,it would save taxpayers from paying for a person to have a room and food for the rest of their natural life if thats their sentence.,it would save taxpayers from paying for a person to have a room and food for the rest of their natural life if thats their sentence. against We should abolish capital punishment,['Security: personal'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
321,A12026,We should ban human cloning,against,we should allow human cloning as this will be beneficial to scientific advances in the future.,we should allow human cloning as this will be beneficial to scientific advances in the future. against We should ban human cloning,"['Self-direction: thought', 'Achievement', 'Benevolence: caring']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4166,A29265,We should ban algorithmic trading,against,it tends to more profitable and eliminates human error,it tends to more profitable and eliminates human error against We should ban algorithmic trading,"['Achievement', 'Power: resources', 'Universalism: objectivity']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3824,A28226,We should abandon the use of school uniform,against,"school uniforms prevent students from wearing disturbing clothing, like neo-nazi propaganda pieces, thus allowing students to concentrate on their studies.","school uniforms prevent students from wearing disturbing clothing, like neo-nazi propaganda pieces, thus allowing students to concentrate on their studies. against We should abandon the use of school uniform","['Achievement', 'Conformity: rules', 'Conformity: interpersonal', 'Universalism: concern']",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
3003,A25042,We should introduce compulsory voting,against,it should be the right of the individual whether to vote or not to vote.,it should be the right of the individual whether to vote or not to vote. against We should introduce compulsory voting,"['Self-direction: thought', 'Self-direction: action']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,A18017,We should subsidize embryonic stem cell research,in favor of,we should subsidize embryonic stem cell research because it will help many people as long as it is successfully done.,we should subsidize embryonic stem cell research because it will help many people as long as it is successfully done. in favor of We should subsidize embryonic stem cell research,"['Achievement', 'Security: personal', 'Benevolence: caring']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1562,A20348,We should adopt atheism,in favor of,too many people fight and cause wars through religion so it should be banned in favor of atheism,too many people fight and cause wars through religion so it should be banned in favor of atheism in favor of We should adopt atheism,"['Security: societal', 'Benevolence: dependability', 'Universalism: concern', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
4080,A29123,We should legalize prostitution,against,prostitution is a crime against women and by legalizing it you are only reaffirming that women are just objects to be used by men.,prostitution is a crime against women and by legalizing it you are only reaffirming that women are just objects to be used by men. against We should legalize prostitution,"['Security: societal', 'Conformity: rules', 'Benevolence: caring', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
3399,A27061,We should fight for the abolition of nuclear weapons,against,A country is entitled to develop any weapon that will help it defend itself against an enemy.,A country is entitled to develop any weapon that will help it defend itself against an enemy. against We should fight for the abolition of nuclear weapons,"['Power: dominance', 'Security: societal', 'Universalism: concern']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3296,A25494,We should subsidize student loans,in favor of,helping younger generations is obligatory for us and helping them we helping our future.,helping younger generations is obligatory for us and helping them we helping our future. in favor of We should subsidize student loans,"['Security: personal', 'Security: societal', 'Benevolence: caring', 'Benevolence: dependability', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0
4733,D27004,We can rely on Cryptocurrencies like Bitcoins,against,"If value of standard currency falls, we can still afford to live in our country, because the fall of currency value impacts all fields. For example, if the prices of groceries rise, so does our salaries. But if the value of cryptocurrencies like bitcoin falls, we will loose our hard earned money.","If value of standard currency falls, we can still afford to live in our country, because the fall of currency value impacts all fields. For example, if the prices of groceries rise, so does our salaries. But if the value of cryptocurrencies like bitcoin falls, we will loose our hard earned money. against We can rely on Cryptocurrencies like Bitcoins","['Power: resources', 'Security: personal', 'Security: societal']",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6632,A28426,Payday loans should be banned,in favor of,payday loans should be banned because it causes people to go into debt,payday loans should be banned because it causes people to go into debt in favor of Payday loans should be banned,"['Power: resources', 'Security: personal']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3290,A25485,We should ban private military companies,in favor of,private military companies should be banned because these jobs depend on government funding,private military companies should be banned because these jobs depend on government funding in favor of We should ban private military companies,"['Security: personal', 'Security: societal']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3544,A27282,We should ban the Church of Scientology,against,we have freedom of religion for a reason and banning any religion is wrong.,we have freedom of religion for a reason and banning any religion is wrong. against We should ban the Church of Scientology,"['Self-direction: thought', 'Tradition', 'Universalism: concern']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7070,E03080,We should impose an IQ test to immigrants,against,"This is against human rights. I think advocating restricting immigration from non EU countries based on education, work skill and language literacy is a legitimate suggestion, but morally IQ tests are not acceptable and as very akin to what would be expected of a ethno-nationalist  authoritarian regime, not a union of democratic institutions.   ","This is against human rights. I think advocating restricting immigration from non EU countries based on education, work skill and language literacy is a legitimate suggestion, but morally IQ tests are not acceptable and as very akin to what would be expected of a ethno-nationalist  authoritarian regime, not a union of democratic institutions.    against We should impose an IQ test to immigrants","['Achievement', 'Face', 'Benevolence: caring', 'Universalism: concern', 'Universalism: tolerance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1820,A21244,We should introduce compulsory voting,against,some people just don't have an opinion about who to vote for,some people just don't have an opinion about who to vote for against We should introduce compulsory voting,"['Self-direction: thought', 'Self-direction: action']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
